datetime,open,high,low,close,volume
2026-01-22 09:30:00,2113.4100,2129.0000,2111.0100,2126.1000,7489
2026-01-22 09:31:00,2121.6200,2133.0000,2120.0000,2127.6600,2640
2026-01-22 09:32:00,2125.9900,2138.5600,2112.3900,2134.9500,1939
2026-01-22 09:33:00,2133.3300,2140.8300,2126.6200,2130.8800,5149
2026-01-22 09:34:00,2130.8800,2140.8300,2126.5200,2131.8200,2865
2026-01-22 09:35:00,2135.5200,2151.5000,2130.0000,2140.3500,60622
2026-01-22 09:36:00,2140.3500,2147.1600,2137.5500,2143.9400,1819
2026-01-22 09:37:00,2147.5100,2160.0000,2146.9400,2159.2000,3290
2026-01-22 09:38:00,2157.0700,2161.0000,2151.6700,2153.3600,4704
2026-01-22 09:39:00,2153.3600,2155.8600,2145.4300,2150.7800,4305
2026-01-22 09:40:00,2152.4200,2155.2300,2149.0200,2151.5200,1588
2026-01-22 09:41:00,2151.5200,2160.9300,2151.2800,2160.0000,2521
2026-01-22 09:42:00,2162.0000,2163.9500,2158.8500,2162.3800,2502
2026-01-22 09:43:00,2162.3800,2166.0000,2158.7000,2161.2700,5233
2026-01-22 09:44:00,2160.0300,2162.5000,2152.1500,2160.0900,4718
2026-01-22 09:45:00,2158.7700,2160.5600,2153.6600,2155.4900,1502
2026-01-22 09:46:00,2155.4900,2161.9200,2155.4900,2160.4800,3070
2026-01-22 09:47:00,2160.4800,2160.5000,2154.3500,2158.0500,2005
2026-01-22 09:48:00,2155.4600,2155.4600,2146.6100,2150.4000,3353
2026-01-22 09:49:00,2146.7000,2148.8100,2137.3900,2138.9100,1804
2026-01-22 09:50:00,2137.3200,2141.4300,2136.5400,2141.1600,1939
2026-01-22 09:51:00,2144.3000,2149.6200,2144.3000,2147.8100,1011
2026-01-22 09:52:00,2147.8400,2152.8900,2144.8400,2150.9300,1347
2026-01-22 09:53:00,2151.6100,2154.0500,2151.6100,2152.5000,1479
2026-01-22 09:54:00,2152.5000,2154.0000,2152.0000,2152.5900,1359
2026-01-22 09:55:00,2152.3000,2153.6700,2142.1200,2145.8800,1962
2026-01-22 09:56:00,2143.5900,2146.6900,2141.3800,2141.3900,2763
2026-01-22 09:57:00,2141.7800,2143.2600,2135.4600,2137.0100,2246
2026-01-22 09:58:00,2137.0100,2141.5300,2136.5700,2137.6300,2850
2026-01-22 09:59:00,2141.4100,2141.4100,2137.0300,2139.8000,873
2026-01-22 10:00:00,2138.4800,2138.4800,2130.0000,2135.3400,4181
2026-01-22 10:01:00,2134.7700,2141.5800,2133.7700,2140.3100,6391
2026-01-22 10:02:00,2137.6800,2143.8400,2135.7100,2137.2000,2038
2026-01-22 10:03:00,2135.7200,2150.9500,2135.7100,2149.9600,3403
2026-01-22 10:04:00,2150.8000,2154.9900,2149.5100,2152.8100,790
2026-01-22 10:05:00,2152.7800,2153.0000,2149.2000,2152.3300,2286
2026-01-22 10:06:00,2151.9300,2151.9300,2138.0600,2143.5200,1455
2026-01-22 10:07:00,2143.1000,2143.3000,2138.4400,2138.4400,940
2026-01-22 10:08:00,2139.5500,2142.5900,2137.9400,2140.0700,900
2026-01-22 10:09:00,2140.0700,2144.0000,2138.2200,2143.2100,2390
2026-01-22 10:10:00,2143.2200,2143.4200,2142.4900,2143.3900,180
2026-01-22 10:11:00,2143.0000,2143.3900,2136.0100,2141.9600,625
2026-01-22 10:12:00,2136.0100,2136.2900,2128.3300,2128.5400,2418
2026-01-22 10:13:00,2129.1700,2132.7500,2128.6800,2129.9500,528
2026-01-22 10:14:00,2129.1100,2129.7000,2125.9800,2129.2100,764
2026-01-22 10:15:00,2129.3600,2130.3400,2125.0000,2128.6900,929
2026-01-22 10:16:00,2128.6900,2131.0200,2127.0600,2130.3300,706
2026-01-22 10:17:00,2131.6800,2131.6900,2128.4000,2129.0100,1031
2026-01-22 10:18:00,2129.2400,2134.5400,2129.2400,2133.7900,811
2026-01-22 10:19:00,2133.4000,2134.0600,2132.1500,2132.4000,224
2026-01-22 10:20:00,2130.3900,2130.5600,2129.1400,2130.4200,303
2026-01-22 10:21:00,2130.5300,2131.6300,2125.1700,2125.5600,2726
2026-01-22 10:22:00,2125.3700,2126.3700,2125.2500,2126.3700,140
2026-01-22 10:23:00,2126.3600,2130.5200,2124.7200,2128.7500,2392
2026-01-22 10:24:00,2129.2600,2130.5100,2128.0000,2129.4100,1154
2026-01-22 10:25:00,2126.8900,2129.5800,2123.8800,2123.8900,588
2026-01-22 10:26:00,2123.4900,2129.7400,2123.4900,2129.1600,786
2026-01-22 10:27:00,2129.0100,2130.0000,2126.9400,2130.0000,488
2026-01-22 10:28:00,2128.9100,2130.5200,2127.6200,2130.5200,134
2026-01-22 10:29:00,2129.0900,2130.2900,2120.0200,2120.3600,4657
2026-01-22 10:30:00,2122.1500,2122.6600,2120.0000,2122.1500,400
2026-01-22 10:31:00,2120.7300,2120.7300,2115.7800,2117.4200,1125
2026-01-22 10:32:00,2117.2500,2117.7500,2115.2900,2117.2800,1022
2026-01-22 10:33:00,2118.7500,2118.9500,2116.5800,2117.4000,4117
2026-01-22 10:34:00,2117.5500,2122.7400,2117.3700,2119.9700,1390
2026-01-22 10:35:00,2119.9700,2120.9900,2118.8500,2118.8600,362
2026-01-22 10:36:00,2120.3600,2125.0000,2120.3600,2125.0000,939
2026-01-22 10:37:00,2124.3500,2127.1200,2124.1700,2126.4100,271
2026-01-22 10:38:00,2126.7400,2128.3500,2125.0200,2127.1700,1437
2026-01-22 10:39:00,2127.1700,2128.3200,2126.0200,2127.2900,1668
2026-01-22 10:40:00,2125.8500,2132.3300,2125.7800,2130.8200,8030
2026-01-22 10:41:00,2130.9400,2131.2700,2130.3000,2131.2700,205
2026-01-22 10:42:00,2129.7800,2133.8700,2129.7800,2132.2200,635
2026-01-22 10:43:00,2133.8100,2135.0000,2132.2500,2135.0000,1472
2026-01-22 10:44:00,2134.7900,2137.5300,2134.7800,2135.0400,418
2026-01-22 10:45:00,2135.9700,2135.9800,2134.2200,2135.8700,942
2026-01-22 10:46:00,2135.8800,2142.0000,2132.8600,2140.1400,4675
2026-01-22 10:47:00,2142.0600,2144.4300,2141.1600,2143.5600,380
2026-01-22 10:48:00,2143.5600,2145.0000,2143.5200,2143.9500,483
2026-01-22 10:49:00,2143.1700,2143.9400,2138.8400,2139.8700,2981
2026-01-22 10:50:00,2138.8400,2139.8700,2130.5200,2132.2000,3508
2026-01-22 10:51:00,2134.4700,2135.9500,2130.0000,2130.0000,2630
2026-01-22 10:52:00,2133.1200,2135.5800,2128.7700,2130.6200,3004
2026-01-22 10:53:00,2131.7300,2135.7800,2130.8500,2134.9700,3333
2026-01-22 10:54:00,2136.1600,2138.4900,2134.4800,2135.2300,1805
2026-01-22 10:55:00,2136.2400,2136.3300,2128.7100,2130.3300,849
2026-01-22 10:56:00,2130.3300,2135.7600,2128.0000,2135.5000,6485
2026-01-22 10:57:00,2132.5100,2136.0000,2131.1600,2133.3800,189
2026-01-22 10:58:00,2133.5000,2136.5800,2132.3200,2136.4500,861
2026-01-22 10:59:00,2134.4300,2135.4300,2132.3600,2132.8300,343
2026-01-22 11:00:00,2133.4800,2135.8000,2132.2200,2135.8000,115
2026-01-22 11:01:00,2135.8100,2141.4700,2135.8100,2141.4600,653
2026-01-22 11:02:00,2139.3000,2139.9800,2139.2500,2139.6400,279
2026-01-22 11:03:00,2140.8500,2146.4200,2139.3000,2146.4200,1973
2026-01-22 11:04:00,2144.6600,2144.6600,2142.6000,2143.5900,325
