datetime,open,high,low,close,volume
2025-09-15 09:34:00,178.4200,178.4200,178.4200,178.4200,100
2025-09-15 09:40:00,178.5600,178.5600,178.5600,178.5600,120
2025-09-15 09:47:00,179.4300,179.4300,179.4300,179.4300,110
2025-09-15 10:00:00,179.3300,179.3300,179.3300,179.3300,215
2025-09-15 10:05:00,178.0100,178.0100,178.0100,178.0100,100
2025-09-15 10:09:00,177.8550,177.8550,177.8550,177.8550,145
2025-09-15 10:10:00,177.8700,177.8700,177.8700,177.8700,100
2025-09-15 10:30:00,178.9100,178.9100,178.9100,178.9100,177
2025-09-15 10:44:00,179.1000,179.1000,179.1000,179.1000,140
2025-09-15 15:20:00,175.8600,175.8600,175.8600,175.8600,100
2025-09-15 15:56:00,175.8300,175.8300,175.8300,175.8300,100
2025-09-16 09:40:00,173.8200,173.8200,173.8200,173.8200,290
2025-09-16 09:43:00,173.5000,173.5000,173.5000,173.5000,160
2025-09-16 09:50:00,173.9000,173.9000,173.7900,173.7900,583
2025-09-16 10:22:00,172.5600,172.5600,172.5600,172.5600,100
2025-09-16 10:27:00,171.9600,171.9600,171.9600,171.9600,100
2025-09-16 10:55:00,172.4400,172.4400,172.4400,172.4400,100
2025-09-16 11:08:00,172.7800,172.8000,172.7700,172.8000,320
2025-09-16 12:08:00,173.1200,173.1200,173.1200,173.1200,100
2025-09-16 12:41:00,173.0800,173.0800,173.0800,173.0800,100
2025-09-16 13:05:00,173.9500,173.9500,173.9500,173.9500,100
2025-09-16 13:33:00,174.1800,174.1800,174.1800,174.1800,100
2025-09-16 13:51:00,174.2500,174.2500,174.2500,174.2500,100
2025-09-16 14:05:00,174.7600,174.7600,174.7600,174.7600,120
2025-09-16 15:21:00,174.8700,174.8700,174.8700,174.8700,200
2025-09-16 15:22:00,174.7700,174.7700,174.7700,174.7700,100
2025-09-16 15:48:00,174.8700,174.8700,174.8700,174.8700,100
2025-09-16 15:59:00,174.7200,174.7200,174.7200,174.7200,100
