section,date,entry_time,exit_time,symbol,side,setup,pnl_rr,exit_reason,bars_held,quality
mcs,2025-08-07,2025-08-07 15:55,2025-08-07 15:55,COST,LONG,MCS,-0.4818,eod,0,4
mcs,2025-08-08,2025-08-08 15:10,2025-08-08 15:55,PLTR,LONG,MCS,-0.4397,eod,9,4
mcs,2025-08-11,2025-08-11 15:00,2025-08-11 15:55,MS,LONG,MCS,+0.4613,eod,11,5
mcs,2025-08-12,2025-08-12 14:00,2025-08-12 15:55,CRSP,LONG,MCS,-0.5439,eod,23,5
mcs,2025-08-12,2025-08-12 14:50,2025-08-12 15:05,GDX,LONG,MCS,-1.7024,stop,3,4
mcs,2025-08-12,2025-08-12 15:15,2025-08-12 15:50,ORCL,LONG,MCS,-1.3646,stop,7,4
mcs,2025-08-12,2025-08-12 15:20,2025-08-12 15:55,AFRM,LONG,MCS,+2.8342,eod,7,4
mcs,2025-08-12,2025-08-12 15:30,2025-08-12 15:50,AAPL,LONG,MCS,-1.7162,stop,4,5
mcs,2025-08-12,2025-08-12 15:35,2025-08-12 15:55,COST,LONG,MCS,+0.4955,eod,4,5
mcs,2025-08-12,2025-08-12 15:35,2025-08-12 15:40,GOOG,LONG,MCS,-2.0789,stop,1,4
mcs,2025-08-12,2025-08-12 15:45,2025-08-12 15:55,DKNG,LONG,MCS,-0.2476,eod,2,4
mcs,2025-08-12,2025-08-12 15:50,2025-08-12 15:55,GDX,LONG,MCS,+0.4940,eod,1,4
mcs,2025-08-12,2025-08-12 15:50,2025-08-12 15:55,NFLX,LONG,MCS,-0.6993,eod,1,4
mcs,2025-08-12,2025-08-12 15:50,2025-08-12 15:55,NUGT,LONG,MCS,+0.7965,eod,1,5
mcs,2025-08-13,2025-08-13 14:50,2025-08-13 15:15,NU,LONG,MCS,-2.4878,stop,5,4
mcs,2025-08-13,2025-08-13 15:20,2025-08-13 15:40,AMZN,LONG,MCS,-1.8315,stop,4,4
mcs,2025-08-13,2025-08-13 15:50,2025-08-13 15:55,FAS,LONG,MCS,-0.6030,eod,1,4
mcs,2025-08-14,2025-08-14 14:00,2025-08-14 14:10,OXY,LONG,MCS,-1.3894,stop,2,5
mcs,2025-08-14,2025-08-14 14:25,2025-08-14 15:50,HAL,LONG,MCS,+5.2328,target,17,4
mcs,2025-08-14,2025-08-14 15:00,2025-08-14 15:55,UBER,LONG,MCS,-0.9353,eod,11,5
mcs,2025-08-14,2025-08-14 15:05,2025-08-14 15:55,AFRM,LONG,MCS,+0.0009,eod,10,4
mcs,2025-08-14,2025-08-14 15:05,2025-08-14 15:55,AVGO,LONG,MCS,-0.5139,eod,10,4
mcs,2025-08-14,2025-08-14 15:10,2025-08-14 15:55,NKE,LONG,MCS,-0.0003,eod,9,4
mcs,2025-08-14,2025-08-14 15:35,2025-08-14 15:55,MARA,LONG,MCS,+0.6849,eod,4,4
mcs,2025-08-14,2025-08-14 15:45,2025-08-14 15:55,PYPL,LONG,MCS,-1.4618,eod,2,4
mcs,2025-08-14,2025-08-14 15:45,2025-08-14 15:55,XYZ,LONG,MCS,-1.6168,eod,2,4
mcs,2025-08-15,2025-08-15 14:05,2025-08-15 14:55,HOOD,LONG,MCS,-1.2664,stop,10,4
mcs,2025-08-18,2025-08-18 14:05,2025-08-18 15:55,SOFI,LONG,MCS,+1.1253,eod,22,4
mcs,2025-08-18,2025-08-18 14:30,2025-08-18 15:55,AMZN,LONG,MCS,+1.1495,eod,17,4
mcs,2025-08-18,2025-08-18 14:40,2025-08-18 15:05,SNOW,LONG,MCS,-1.4544,stop,5,4
mcs,2025-08-18,2025-08-18 14:40,2025-08-18 15:55,XYZ,LONG,MCS,-1.8573,eod,15,4
mcs,2025-08-18,2025-08-18 14:50,2025-08-18 15:55,FNGU,LONG,MCS,+1.1219,eod,13,4
mcs,2025-08-18,2025-08-18 15:20,2025-08-18 15:25,MRNA,LONG,MCS,-1.6692,stop,1,4
mcs,2025-08-18,2025-08-18 15:25,2025-08-18 15:30,C,LONG,MCS,-2.0835,stop,1,4
mcs,2025-08-18,2025-08-18 15:45,2025-08-18 15:55,RGTI,LONG,MCS,-1.5381,eod,2,4
mcs,2025-08-19,2025-08-19 15:15,2025-08-19 15:55,BAC,LONG,MCS,+2.1407,eod,8,4
mcs,2025-08-20,2025-08-20 14:45,2025-08-20 15:55,FAS,LONG,MCS,+0.1521,eod,14,4
mcs,2025-08-20,2025-08-20 14:45,2025-08-20 15:55,JPM,LONG,MCS,-1.0174,eod,14,4
mcs,2025-08-20,2025-08-20 15:30,2025-08-20 15:55,BAC,LONG,MCS,-2.3054,eod,5,4
mcs,2025-08-20,2025-08-20 15:40,2025-08-20 15:50,LUNR,LONG,MCS,-2.0601,stop,2,4
mcs,2025-08-20,2025-08-20 15:50,2025-08-20 15:55,CRSP,LONG,MCS,-0.6495,eod,1,4
mcs,2025-08-20,2025-08-20 15:50,2025-08-20 15:55,META,LONG,MCS,-1.4549,eod,1,4
mcs,2025-08-21,2025-08-21 15:45,2025-08-21 15:55,RIVN,LONG,MCS,-0.7366,eod,2,4
mcs,2025-08-21,2025-08-21 15:50,2025-08-21 15:55,DKNG,LONG,MCS,+0.0821,eod,1,4
mcs,2025-08-21,2025-08-21 15:50,2025-08-21 15:55,INTC,LONG,MCS,-0.9895,eod,1,4
mcs,2025-08-21,2025-08-21 15:50,2025-08-21 15:55,UBER,LONG,MCS,-0.2838,eod,1,4
mcs,2025-08-25,2025-08-25 14:10,2025-08-25 14:25,LMT,LONG,MCS,-1.7855,stop,3,4
mcs,2025-08-25,2025-08-25 14:45,2025-08-25 15:55,SOXL,LONG,MCS,-3.1210,eod,14,4
mcs,2025-08-25,2025-08-25 15:05,2025-08-25 15:15,SHOP,LONG,MCS,-1.6026,stop,2,4
mcs,2025-08-26,2025-08-26 09:55,2025-08-26 10:05,BABA,LONG,MCS,-1.5154,stop,2,4
mcs,2025-08-26,2025-08-26 14:00,2025-08-26 15:40,RTX,LONG,MCS,+2.6869,target,20,4
mcs,2025-08-26,2025-08-26 14:25,2025-08-26 15:05,NIO,LONG,MCS,-1.7406,stop,8,4
mcs,2025-08-26,2025-08-26 14:40,2025-08-26 15:55,TSLA,LONG,MCS,+5.3547,eod,15,4
mcs,2025-08-26,2025-08-26 14:50,2025-08-26 15:55,TSLL,LONG,MCS,+4.3217,eod,13,5
mcs,2025-08-26,2025-08-26 15:00,2025-08-26 15:25,AVGO,LONG,MCS,-1.3657,stop,5,4
mcs,2025-08-26,2025-08-26 15:10,2025-08-26 15:50,META,LONG,MCS,-2.2641,stop,8,4
mcs,2025-08-26,2025-08-26 15:15,2025-08-26 15:55,AMZN,LONG,MCS,+2.7049,eod,8,4
mcs,2025-08-26,2025-08-26 15:15,2025-08-26 15:55,LMT,LONG,MCS,+0.3926,eod,8,4
mcs,2025-08-26,2025-08-26 15:20,2025-08-26 15:40,RBLX,LONG,MCS,-1.6636,stop,4,4
mcs,2025-08-26,2025-08-26 15:40,2025-08-26 15:55,RIVN,LONG,MCS,-0.5930,eod,3,4
mcs,2025-08-26,2025-08-26 15:40,2025-08-26 15:55,SMCI,LONG,MCS,+0.9658,eod,3,4
mcs,2025-08-26,2025-08-26 15:55,2025-08-26 15:55,NFLX,LONG,MCS,-0.6737,eod,0,4
mcs,2025-08-26,2025-08-26 15:55,2025-08-26 15:55,NIO,LONG,MCS,-0.9982,eod,0,4
mcs,2025-08-27,2025-08-27 14:05,2025-08-27 15:00,NVDL,LONG,MCS,-1.2786,stop,11,4
mcs,2025-08-27,2025-08-27 14:10,2025-08-27 14:50,AMZN,LONG,MCS,-1.7696,stop,8,5
mcs,2025-08-27,2025-08-27 14:10,2025-08-27 14:50,SNOW,LONG,MCS,-1.2791,stop,8,4
mcs,2025-08-27,2025-08-27 14:25,2025-08-27 15:55,OXY,LONG,MCS,-0.4629,eod,18,4
mcs,2025-08-27,2025-08-27 14:25,2025-08-27 15:55,XYZ,LONG,MCS,-0.0901,eod,18,4
mcs,2025-08-27,2025-08-27 14:30,2025-08-27 15:55,GE,LONG,MCS,-3.3407,eod,17,4
mcs,2025-08-27,2025-08-27 15:15,2025-08-27 15:55,BAC,LONG,MCS,-1.3385,eod,8,4
mcs,2025-08-27,2025-08-27 15:30,2025-08-27 15:55,RTX,LONG,MCS,-3.7614,eod,5,5
mcs,2025-08-27,2025-08-27 15:35,2025-08-27 15:55,BA,LONG,MCS,-0.2221,eod,4,4
mcs,2025-08-27,2025-08-27 15:35,2025-08-27 15:55,BABA,LONG,MCS,+0.3289,eod,4,4
mcs,2025-08-27,2025-08-27 15:45,2025-08-27 15:55,WMT,LONG,MCS,-1.6752,eod,2,4
mcs,2025-08-27,2025-08-27 15:55,2025-08-27 15:55,SLB,LONG,MCS,-0.5352,eod,0,4
mcs,2025-08-28,2025-08-28 14:15,2025-08-28 15:55,MSFT,LONG,MCS,+0.5906,eod,20,4
mcs,2025-08-28,2025-08-28 14:35,2025-08-28 15:55,MS,LONG,MCS,-0.6485,eod,16,4
mcs,2025-08-28,2025-08-28 14:45,2025-08-28 15:35,BAC,LONG,MCS,-1.5688,stop,10,4
mcs,2025-08-28,2025-08-28 14:50,2025-08-28 15:25,GS,LONG,MCS,-1.9639,stop,7,4
mcs,2025-08-28,2025-08-28 14:50,2025-08-28 15:55,PLTR,LONG,MCS,+0.4943,eod,13,4
mcs,2025-08-28,2025-08-28 15:00,2025-08-28 15:25,CVX,LONG,MCS,-1.4815,stop,5,4
mcs,2025-08-28,2025-08-28 15:10,2025-08-28 15:30,BA,LONG,MCS,-1.4788,stop,4,4
mcs,2025-08-28,2025-08-28 15:25,2025-08-28 15:55,SOXL,LONG,MCS,-3.1843,eod,6,4
mcs,2025-08-28,2025-08-28 15:30,2025-08-28 15:55,CVX,LONG,MCS,+0.4355,eod,5,5
mcs,2025-08-28,2025-08-28 15:40,2025-08-28 15:55,AFRM,LONG,MCS,-0.9552,eod,3,5
mcs,2025-08-28,2025-08-28 15:45,2025-08-28 15:50,META,LONG,MCS,-2.1725,stop,1,4
mcs,2025-08-28,2025-08-28 15:55,2025-08-28 15:55,UBER,LONG,MCS,-0.5113,eod,0,4
mcs,2025-08-29,2025-08-29 14:05,2025-08-29 14:50,C,LONG,MCS,-1.6838,stop,9,4
mcs,2025-08-29,2025-08-29 14:30,2025-08-29 14:40,IONQ,LONG,MCS,-1.1829,stop,2,4
mcs,2025-08-29,2025-08-29 14:35,2025-08-29 15:00,HAL,LONG,MCS,-1.4173,stop,5,4
mcs,2025-08-29,2025-08-29 14:35,2025-08-29 15:05,SLB,LONG,MCS,-1.5560,stop,6,5
mcs,2025-08-29,2025-08-29 15:05,2025-08-29 15:55,CRM,LONG,MCS,+0.3992,eod,10,4
mcs,2025-08-29,2025-08-29 15:15,2025-08-29 15:25,SHOP,LONG,MCS,-1.5131,stop,2,4
mcs,2025-08-29,2025-08-29 15:35,2025-08-29 15:55,SNOW,LONG,MCS,+1.7982,eod,4,4
mcs,2025-08-29,2025-08-29 15:40,2025-08-29 15:50,SHOP,LONG,MCS,-1.5550,stop,2,4
mcs,2025-08-29,2025-08-29 15:55,2025-08-29 15:55,CRM,LONG,MCS,-0.6959,eod,0,4
mcs,2025-08-29,2025-08-29 15:55,2025-08-29 15:55,SLB,LONG,MCS,-0.6062,eod,0,4
mcs,2025-09-02,2025-09-02 14:15,2025-09-02 14:40,WMT,LONG,MCS,-1.7523,stop,5,5
mcs,2025-09-02,2025-09-02 14:45,2025-09-02 15:25,CAT,LONG,MCS,-1.6756,stop,8,4
mcs,2025-09-02,2025-09-02 14:45,2025-09-02 15:55,WMT,LONG,MCS,+0.5196,eod,14,4
mcs,2025-09-02,2025-09-02 15:05,2025-09-02 15:55,CVX,LONG,MCS,+1.6761,eod,10,5
mcs,2025-09-02,2025-09-02 15:35,2025-09-02 15:55,PYPL,LONG,MCS,+0.1026,eod,4,4
mcs,2025-09-02,2025-09-02 15:45,2025-09-02 15:50,XOM,LONG,MCS,-1.7645,stop,1,5
mcs,2025-09-02,2025-09-02 15:50,2025-09-02 15:55,NVDL,LONG,MCS,-0.3131,eod,1,4
mcs,2025-09-03,2025-09-03 14:40,2025-09-03 15:55,CRM,LONG,MCS,+0.4864,eod,15,4
mcs,2025-09-03,2025-09-03 15:40,2025-09-03 15:55,AAPL,LONG,MCS,+1.6383,eod,3,4
mcs,2025-09-03,2025-09-03 15:45,2025-09-03 15:55,PYPL,LONG,MCS,-1.0168,eod,2,4
mcs,2025-09-03,2025-09-03 15:55,2025-09-03 15:55,AMZN,LONG,MCS,-0.4776,eod,0,4
mcs,2025-09-04,2025-09-04 09:50,2025-09-04 10:05,UDOW,LONG,MCS,-1.3310,stop,3,4
mcs,2025-09-04,2025-09-04 14:20,2025-09-04 15:55,FNGU,LONG,MCS,+2.2009,eod,19,5
mcs,2025-09-04,2025-09-04 15:10,2025-09-04 15:55,AAPL,LONG,MCS,+1.6109,eod,9,4
mcs,2025-09-04,2025-09-04 15:10,2025-09-04 15:55,TSLA,LONG,MCS,+1.2250,eod,9,4
mcs,2025-09-04,2025-09-04 15:10,2025-09-04 15:55,TSLL,LONG,MCS,+0.8797,eod,9,4
mcs,2025-09-04,2025-09-04 15:20,2025-09-04 15:30,RTX,LONG,MCS,-2.0898,stop,2,4
mcs,2025-09-04,2025-09-04 15:45,2025-09-04 15:55,KWEB,LONG,MCS,+0.2994,eod,2,4
mcs,2025-09-04,2025-09-04 15:50,2025-09-04 15:55,PLTR,LONG,MCS,-0.2858,eod,1,4
mcs,2025-09-05,2025-09-05 14:25,2025-09-05 15:55,CAT,LONG,MCS,-0.1417,eod,18,4
mcs,2025-09-05,2025-09-05 15:05,2025-09-05 15:50,PANW,LONG,MCS,-1.6054,stop,9,5
mcs,2025-09-05,2025-09-05 15:20,2025-09-05 15:55,BABA,LONG,MCS,+1.6457,eod,7,4
mcs,2025-09-05,2025-09-05 15:20,2025-09-05 15:35,META,LONG,MCS,-1.5478,stop,3,4
mcs,2025-09-05,2025-09-05 15:35,2025-09-05 15:55,COST,LONG,MCS,-0.9406,eod,4,4
mcs,2025-09-05,2025-09-05 15:35,2025-09-05 15:55,JOBY,LONG,MCS,-0.1737,eod,4,4
mcs,2025-09-05,2025-09-05 15:45,2025-09-05 15:55,MSTR,LONG,MCS,+0.5129,eod,2,4
mcs,2025-09-05,2025-09-05 15:55,2025-09-05 15:55,PANW,LONG,MCS,-0.3845,eod,0,5
mcs,2025-09-08,2025-09-08 14:15,2025-09-08 15:55,BABA,LONG,MCS,+6.0109,eod,20,4
mcs,2025-09-08,2025-09-08 14:50,2025-09-08 15:55,KWEB,LONG,MCS,+2.2254,eod,13,4
mcs,2025-09-08,2025-09-08 14:55,2025-09-08 15:05,GDX,LONG,MCS,-1.4704,stop,2,5
mcs,2025-09-08,2025-09-08 15:35,2025-09-08 15:50,INTC,LONG,MCS,-2.6304,stop,3,4
mcs,2025-09-08,2025-09-08 15:40,2025-09-08 15:50,GS,LONG,MCS,-2.1712,stop,2,4
mcs,2025-09-08,2025-09-08 15:45,2025-09-08 15:55,GDX,LONG,MCS,-1.2303,eod,2,5
mcs,2025-09-08,2025-09-08 15:55,2025-09-08 15:55,SOFI,LONG,MCS,-0.2392,eod,0,5
mcs,2025-09-09,2025-09-09 14:50,2025-09-09 15:20,JOBY,LONG,MCS,-1.5938,stop,6,4
mcs,2025-09-09,2025-09-09 14:50,2025-09-09 15:05,SOFI,LONG,MCS,-1.4749,stop,3,5
mcs,2025-09-09,2025-09-09 14:50,2025-09-09 15:55,UBER,LONG,MCS,+2.7030,eod,13,4
mcs,2025-09-09,2025-09-09 15:30,2025-09-09 15:55,BABA,LONG,MCS,+0.4495,eod,5,4
mcs,2025-09-09,2025-09-09 15:50,2025-09-09 15:55,NU,LONG,MCS,-0.4308,eod,1,4
mcs,2025-09-09,2025-09-09 15:50,2025-09-09 15:55,SNOW,LONG,MCS,-0.3130,eod,1,4
mcs,2025-09-10,2025-09-10 15:30,2025-09-10 15:35,INTC,LONG,MCS,-1.9665,stop,1,4
mcs,2025-09-10,2025-09-10 15:55,2025-09-10 15:55,RBLX,LONG,MCS,-0.3504,eod,0,5
mcs,2025-09-11,2025-09-11 09:45,2025-09-11 11:35,LULU,LONG,MCS,-1.2157,stop,22,4
mcs,2025-09-11,2025-09-11 09:55,2025-09-11 12:00,GDX,LONG,MCS,+3.3161,target,25,4
mcs,2025-09-11,2025-09-11 14:30,2025-09-11 15:40,ARM,LONG,MCS,-1.2160,stop,14,5
mcs,2025-09-11,2025-09-11 14:45,2025-09-11 15:10,RGTI,LONG,MCS,+3.4785,target,5,4
mcs,2025-09-12,2025-09-12 14:05,2025-09-12 15:30,MELI,LONG,MCS,-1.4530,stop,17,4
mcs,2025-09-12,2025-09-12 14:20,2025-09-12 15:10,RBLX,LONG,MCS,-1.4349,stop,10,4
mcs,2025-09-12,2025-09-12 14:35,2025-09-12 14:50,NU,LONG,MCS,-2.5368,stop,3,4
mcs,2025-09-12,2025-09-12 14:50,2025-09-12 15:40,NVDL,LONG,MCS,-1.2334,stop,10,4
mcs,2025-09-15,2025-09-15 14:10,2025-09-15 15:50,RGTI,LONG,MCS,-1.3146,stop,20,4
mcs,2025-09-15,2025-09-15 14:20,2025-09-15 14:35,XOM,LONG,MCS,-1.3489,stop,3,4
mcs,2025-09-15,2025-09-15 14:55,2025-09-15 15:30,ARM,LONG,MCS,-1.3033,stop,7,4
mcs,2025-09-15,2025-09-15 15:15,2025-09-15 15:50,SMCI,LONG,MCS,-1.3596,stop,7,5
mcs,2025-09-15,2025-09-15 15:50,2025-09-15 15:55,XOM,LONG,MCS,+0.2456,eod,1,4
mcs,2025-09-15,2025-09-15 15:55,2025-09-15 15:55,SOFI,LONG,MCS,-0.4584,eod,0,5
mcs,2025-09-16,2025-09-16 14:25,2025-09-16 15:50,META,LONG,MCS,+3.2600,target,17,4
mcs,2025-09-16,2025-09-16 14:40,2025-09-16 15:25,PANW,LONG,MCS,-1.3139,stop,9,4
mcs,2025-09-16,2025-09-16 14:50,2025-09-16 15:05,LULU,LONG,MCS,-1.2965,stop,3,4
mcs,2025-09-16,2025-09-16 15:00,2025-09-16 15:55,MELI,LONG,MCS,+1.3595,eod,11,4
mcs,2025-09-16,2025-09-16 15:45,2025-09-16 15:55,ARM,LONG,MCS,-1.6381,eod,2,4
mcs,2025-09-16,2025-09-16 15:45,2025-09-16 15:55,TGT,LONG,MCS,-0.8253,eod,2,4
mcs,2025-09-17,2025-09-17 14:10,2025-09-17 14:15,LMT,LONG,MCS,-2.0460,stop,1,4
mcs,2025-09-17,2025-09-17 15:50,2025-09-17 15:55,COST,LONG,MCS,-1.1671,eod,1,5
mcs,2025-09-17,2025-09-17 15:50,2025-09-17 15:55,RBLX,LONG,MCS,-0.7158,eod,1,4
mcs,2025-09-18,2025-09-18 14:50,2025-09-18 15:15,MRNA,LONG,MCS,-1.5112,stop,5,5
mcs,2025-09-18,2025-09-18 15:15,2025-09-18 15:50,GOOG,LONG,MCS,-1.5527,stop,7,4
mcs,2025-09-19,2025-09-19 14:55,2025-09-19 15:55,SOFI,LONG,MCS,+1.1539,eod,12,4
mcs,2025-09-19,2025-09-19 15:25,2025-09-19 15:55,WEBL,LONG,MCS,-0.6787,eod,6,4
mcs,2025-09-19,2025-09-19 15:40,2025-09-19 15:55,LMT,LONG,MCS,-2.7593,eod,3,4
mcs,2025-09-19,2025-09-19 15:45,2025-09-19 15:55,CRM,LONG,MCS,+1.0987,eod,2,4
mcs,2025-09-19,2025-09-19 15:45,2025-09-19 15:50,SLB,LONG,MCS,-1.7415,stop,1,4
mcs,2025-09-22,2025-09-22 14:45,2025-09-22 15:05,GDX,LONG,MCS,-1.5419,stop,4,4
mcs,2025-09-22,2025-09-22 15:20,2025-09-22 15:45,SNOW,LONG,MCS,-1.7003,stop,5,4
mcs,2025-09-22,2025-09-22 15:30,2025-09-22 15:55,ADBE,LONG,MCS,-0.8232,eod,5,4
mcs,2025-09-22,2025-09-22 15:55,2025-09-22 15:55,GDX,LONG,MCS,-0.4861,eod,0,5
mcs,2025-09-22,2025-09-22 15:55,2025-09-22 15:55,SNOW,LONG,MCS,-0.3167,eod,0,4
mcs,2025-09-23,2025-09-23 09:55,2025-09-23 10:20,MELI,LONG,MCS,+2.6357,target,5,5
mcs,2025-09-23,2025-09-23 15:50,2025-09-23 15:55,IONQ,LONG,MCS,+0.0577,eod,1,4
mcs,2025-09-24,2025-09-24 09:50,2025-09-24 10:00,BAC,LONG,MCS,-1.5787,stop,2,4
mcs,2025-09-25,2025-09-25 15:10,2025-09-25 15:20,DKNG,LONG,MCS,-1.4208,stop,2,4
mcs,2025-09-25,2025-09-25 15:25,2025-09-25 15:55,KWEB,LONG,MCS,-0.1192,eod,6,4
mcs,2025-09-25,2025-09-25 15:40,2025-09-25 15:55,DKNG,LONG,MCS,+0.8964,eod,3,4
mcs,2025-09-25,2025-09-25 15:50,2025-09-25 15:55,OXY,LONG,MCS,-0.4608,eod,1,4
mcs,2025-09-26,2025-09-26 09:45,2025-09-26 10:05,TECL,LONG,MCS,-1.3204,stop,4,4
mcs,2025-09-26,2025-09-26 14:10,2025-09-26 14:45,JOBY,LONG,MCS,-1.4284,stop,7,4
mcs,2025-09-26,2025-09-26 14:15,2025-09-26 15:55,TECL,LONG,MCS,-0.1684,eod,20,4
mcs,2025-09-26,2025-09-26 14:55,2025-09-26 15:55,MSFT,LONG,MCS,-0.4960,eod,12,4
mcs,2025-09-26,2025-09-26 15:00,2025-09-26 15:15,LMT,LONG,MCS,-1.5823,stop,3,4
mcs,2025-09-26,2025-09-26 15:15,2025-09-26 15:30,BABA,LONG,MCS,-1.4542,stop,3,4
mcs,2025-09-26,2025-09-26 15:15,2025-09-26 15:55,SMH,LONG,MCS,-0.5359,eod,8,4
mcs,2025-09-26,2025-09-26 15:15,2025-09-26 15:35,SOXL,LONG,MCS,-1.3076,stop,4,4
mcs,2025-09-26,2025-09-26 15:45,2025-09-26 15:55,SNOW,LONG,MCS,+0.2430,eod,2,4
mcs,2025-09-26,2025-09-26 15:45,2025-09-26 15:50,SOXL,LONG,MCS,-1.5115,stop,1,4
mcs,2025-09-29,2025-09-29 14:10,2025-09-29 15:55,AMZN,LONG,MCS,+2.5520,eod,21,5
mcs,2025-09-29,2025-09-29 14:10,2025-09-29 14:35,PANW,LONG,MCS,-1.3876,stop,5,5
mcs,2025-09-29,2025-09-29 14:45,2025-09-29 15:00,ADBE,LONG,MCS,-1.5044,stop,3,5
mcs,2025-09-29,2025-09-29 14:55,2025-09-29 15:00,LCID,LONG,MCS,-1.4996,stop,1,4
mcs,2025-09-29,2025-09-29 14:55,2025-09-29 15:10,PANW,LONG,MCS,-1.4676,stop,3,4
mcs,2025-09-29,2025-09-29 15:00,2025-09-29 15:15,FAS,LONG,MCS,-1.5229,stop,3,5
mcs,2025-09-29,2025-09-29 15:35,2025-09-29 15:55,TGT,LONG,MCS,+1.6611,eod,4,5
mcs,2025-09-29,2025-09-29 15:55,2025-09-29 15:55,MS,LONG,MCS,-0.8114,eod,0,4
mcs,2025-09-30,2025-09-30 15:05,2025-09-30 15:15,SHOP,LONG,MCS,-1.3888,stop,2,5
mcs,2025-09-30,2025-09-30 15:10,2025-09-30 15:55,COIN,LONG,MCS,+1.4069,eod,9,4
mcs,2025-09-30,2025-09-30 15:20,2025-09-30 15:55,NIO,LONG,MCS,-0.6236,eod,7,4
mcs,2025-09-30,2025-09-30 15:25,2025-09-30 15:55,HOOD,LONG,MCS,+2.0496,eod,6,4
mcs,2025-09-30,2025-09-30 15:45,2025-09-30 15:55,SHOP,LONG,MCS,-0.6238,eod,2,4
mcs,2025-09-30,2025-09-30 15:50,2025-09-30 15:55,GDX,LONG,MCS,+0.2451,eod,1,4
mcs,2025-10-01,2025-10-01 14:00,2025-10-01 15:55,UDOW,LONG,MCS,-0.7080,eod,23,5
mcs,2025-10-01,2025-10-01 14:05,2025-10-01 15:55,KWEB,LONG,MCS,+3.2660,eod,22,4
mcs,2025-10-01,2025-10-01 15:40,2025-10-01 15:55,NAIL,LONG,MCS,-0.2875,eod,3,5
mcs,2025-10-02,2025-10-02 14:00,2025-10-02 15:55,TNA,LONG,MCS,+2.1649,eod,23,4
mcs,2025-10-02,2025-10-02 14:10,2025-10-02 15:35,UDOW,LONG,MCS,-1.5070,stop,17,4
mcs,2025-10-02,2025-10-02 14:20,2025-10-02 14:35,NIO,LONG,MCS,-1.8350,stop,3,4
mcs,2025-10-02,2025-10-02 15:00,2025-10-02 15:55,XBI,LONG,MCS,+3.0762,eod,11,4
mcs,2025-10-02,2025-10-02 15:05,2025-10-02 15:20,TGT,LONG,MCS,-1.4510,stop,3,4
mcs,2025-10-02,2025-10-02 15:15,2025-10-02 15:50,SMCI,LONG,MCS,-1.2664,stop,7,4
mcs,2025-10-02,2025-10-02 15:25,2025-10-02 15:35,CAT,LONG,MCS,-1.5736,stop,2,4
mcs,2025-10-02,2025-10-02 15:30,2025-10-02 15:55,PANW,LONG,MCS,+1.3848,eod,5,4
mcs,2025-10-02,2025-10-02 15:40,2025-10-02 15:55,NIO,LONG,MCS,-1.9489,eod,3,4
mcs,2025-10-02,2025-10-02 15:55,2025-10-02 15:55,SHOP,LONG,MCS,-0.2516,eod,0,5
mcs,2025-10-03,2025-10-03 09:55,2025-10-03 10:00,XYZ,LONG,MCS,-1.2525,stop,1,4
mcs,2025-10-03,2025-10-03 14:20,2025-10-03 15:50,AAPL,LONG,MCS,-1.4765,stop,18,5
mcs,2025-10-03,2025-10-03 15:30,2025-10-03 15:55,MS,LONG,MCS,+0.2360,eod,5,4
mcs,2025-10-06,2025-10-06 14:45,2025-10-06 15:30,NUGT,LONG,MCS,-1.2103,stop,9,4
mcs,2025-10-06,2025-10-06 15:05,2025-10-06 15:25,GDX,LONG,MCS,-1.3420,stop,4,4
mcs,2025-10-06,2025-10-06 15:40,2025-10-06 15:55,MS,LONG,MCS,-0.2866,eod,3,4
mcs,2025-10-07,2025-10-07 14:20,2025-10-07 15:55,ARM,LONG,MCS,+0.0921,eod,19,4
mcs,2025-10-07,2025-10-07 14:55,2025-10-07 15:55,BA,LONG,MCS,-0.3393,eod,12,4
mcs,2025-10-07,2025-10-07 15:00,2025-10-07 15:55,GE,LONG,MCS,-1.4702,eod,11,4
mcs,2025-10-07,2025-10-07 15:40,2025-10-07 15:55,AMZN,LONG,MCS,-0.4151,eod,3,5
mcs,2025-10-07,2025-10-07 15:40,2025-10-07 15:50,XYZ,LONG,MCS,-1.3639,stop,2,4
mcs,2025-10-08,2025-10-08 14:10,2025-10-08 14:15,DASH,LONG,MCS,-1.4337,stop,1,5
mcs,2025-10-08,2025-10-08 14:35,2025-10-08 14:45,AVGO,LONG,MCS,-1.3206,stop,2,4
mcs,2025-10-08,2025-10-08 14:35,2025-10-08 14:45,PLTR,LONG,MCS,-1.3530,stop,2,4
mcs,2025-10-08,2025-10-08 15:15,2025-10-08 15:55,DASH,LONG,MCS,-0.1501,eod,8,4
mcs,2025-10-08,2025-10-08 15:45,2025-10-08 15:55,AVGO,LONG,MCS,+1.3613,eod,2,4
mcs,2025-10-09,2025-10-09 14:55,2025-10-09 15:55,FNGU,LONG,MCS,+1.0197,eod,12,4
mcs,2025-10-09,2025-10-09 14:55,2025-10-09 15:55,TSLL,LONG,MCS,+0.7750,eod,12,4
mcs,2025-10-09,2025-10-09 15:30,2025-10-09 15:55,SNOW,LONG,MCS,+0.2462,eod,5,4
mcs,2025-10-09,2025-10-09 15:35,2025-10-09 15:55,COST,LONG,MCS,+0.9676,eod,4,5
mcs,2025-10-09,2025-10-09 15:35,2025-10-09 15:55,MARA,LONG,MCS,-2.1879,eod,4,4
