section,date,entry_time,exit_time,symbol,side,setup,pnl_rr,exit_reason,bars_held,quality
retired_ema_fpip,2025-09-04,2025-09-04 13:15,2025-09-04 14:15,AVGO,LONG,9EMA FPIP,-0.3819,time,12,5
retired_ema_fpip,2026-01-28,2026-01-28 12:25,2026-01-28 12:35,JNUG,LONG,9EMA FPIP,-1.0831,stop,2,5
