timestamp,symbol,date,hhmm,gap_pct,rvol,dolvol,range_exp,score,pass_gap,pass_rvol,pass_dolvol,passed,data_status,vol_depth,range_depth,regime_spy_pct
2026-03-16 10:26:00,MU,2026-03-16,1026,-0.0008,1.419,1540715820,0.571,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,COIN,2026-03-16,1026,0.0004,1.248,201276287,1.017,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,PLTR,2026-03-16,1026,0.0003,9.772,302462960,0.431,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,HOOD,2026-03-16,1026,0.0000,8.244,109716483,0.591,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,TSQ,2026-03-16,1026,-0.0150,1.966,69008,2.166,4.0,True,True,False,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,BAC,2026-03-16,1026,0.0002,9.688,112052889,1.016,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,MSFT,2026-03-16,1026,-0.0002,11.291,569831046,0.455,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,AMD,2026-03-16,1026,0.0000,16.947,480710149,0.750,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,NVDA,2026-03-16,1026,0.0000,1.149,1916011496,0.735,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,NKE,2026-03-16,1026,0.0000,0.927,39037029,0.570,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,LABD,2026-03-16,1026,0.0010,8.755,5517775,0.995,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,FNGU,2026-03-16,1026,0.0010,10.699,6011570,0.703,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,HIMX,2026-03-16,1026,-0.0015,2.653,9901072,4.074,5.5,False,True,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,INTC,2026-03-16,1026,0.0002,17.262,455864623,0.798,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,TSLA,2026-03-16,1026,0.0000,17.941,1525715704,0.652,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,SPY,2026-03-16,1026,0.0000,3.746,2589654914,0.916,4.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,GOOG,2026-03-16,1026,-0.0001,9.945,162751805,0.579,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,CRSP,2026-03-16,1026,-0.0010,1.002,2704640,0.584,1.5,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,CVX,2026-03-16,1026,0.0005,7.270,59986550,0.445,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,JNJ,2026-03-16,1026,-0.0000,0.624,36902826,1.276,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,ADBE,2026-03-16,1026,-0.0000,4.930,169494420,0.957,4.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,LUNR,2026-03-16,1026,-0.0038,8.631,7392061,0.626,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,FAS,2026-03-16,1026,0.0004,1.058,12322567,0.683,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,TSLL,2026-03-16,1026,0.0000,22.918,84855568,1.107,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,SOXS,2026-03-16,1026,-0.0003,15.073,144659378,0.598,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,XBI,2026-03-16,1026,-0.0006,8.159,53965219,0.909,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,IONQ,2026-03-16,1026,0.0009,0.978,35132274,0.549,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,SPXL,2026-03-16,1026,0.0001,1.020,39625158,0.673,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,CRWV,2026-03-16,1026,0.0000,0.904,149929208,1.209,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,TECL,2026-03-16,1026,0.0026,1.240,10335873,0.423,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,UPRO,2026-03-16,1026,0.0007,14.129,40671582,0.532,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,QQQ,2026-03-16,1026,0.0001,3.060,1797048235,0.607,4.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,UBER,2026-03-16,1026,-0.0003,6.057,48392475,0.877,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,RBLX,2026-03-16,1026,-0.0058,9.421,26020890,0.932,6.0,True,True,True,True,FULL,20,20,+0.40
2026-03-16 10:26:00,SOXL,2026-03-16,1026,0.0002,2.084,387970705,0.376,3.5,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,LABU,2026-03-16,1026,-0.0016,15.793,11681433,0.782,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,MS,2026-03-16,1026,-0.0017,7.588,35304522,0.470,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,BABA,2026-03-16,1026,0.0008,11.461,86880818,0.493,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,XOM,2026-03-16,1026,0.0001,7.221,108545654,0.734,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,SMCI,2026-03-16,1026,0.0000,23.668,93395008,1.006,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,GOOGL,2026-03-16,1026,-0.0002,0.498,207684247,0.609,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,C,2026-03-16,1026,0.0005,5.383,47422988,0.511,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,AAPL,2026-03-16,1026,0.0001,7.810,290390226,0.540,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,TNA,2026-03-16,1026,0.0002,10.164,33853722,0.685,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,NAIL,2026-03-16,1026,-0.0019,1.414,7617649,0.575,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,PG,2026-03-16,1026,0.0001,0.609,44195643,0.588,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,NU,2026-03-16,1026,0.0007,3.991,14036571,1.103,4.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,AMZN,2026-03-16,1026,0.0001,6.975,357125621,1.046,5.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,RIVN,2026-03-16,1026,0.0000,8.977,21959431,0.832,5.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,NFLX,2026-03-16,1026,-0.0002,0.884,203098531,0.558,2.0,False,False,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,AFRM,2026-03-16,1026,0.0008,0.868,10919515,0.768,2.0,False,False,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,CF,2026-03-16,1026,-0.0002,1.294,59127381,1.549,3.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,NBIS,2026-03-16,1026,-0.0009,3.704,481687001,1.703,5.0,False,True,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,RGTI,2026-03-16,1026,0.0000,19.294,37812322,3.005,7.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,SPXS,2026-03-16,1026,-0.0005,9.659,39244906,0.903,5.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,JNUG,2026-03-16,1026,-0.0014,7.065,6870718,0.712,5.0,False,True,True,False,PARTIAL,13,13,+0.39
2026-03-16 10:26:00,SBUX,2026-03-16,1026,0.0000,1.003,26147288,0.749,2.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,WEBL,2026-03-16,1026,0.0053,1.076,1065988,0.644,2.0,True,False,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,LULU,2026-03-16,1026,-0.0003,13.074,23345699,0.690,5.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,GE,2026-03-16,1026,-0.0003,13.252,86764547,0.663,5.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,BOIL,2026-03-16,1026,-0.0011,0.361,4596335,1.359,1.5,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,ORCL,2026-03-16,1026,0.0005,1.582,319591307,1.011,3.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,RTX,2026-03-16,1026,0.0006,0.679,27424503,1.209,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,WMT,2026-03-16,1026,-0.0006,7.111,65501302,1.002,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,DKNG,2026-03-16,1026,0.0000,0.766,16622026,1.071,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,INTU,2026-03-16,1026,0.0010,0.656,81677660,0.930,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,JPM,2026-03-16,1026,0.0000,9.753,105383496,1.078,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,DLTR,2026-03-16,1026,-0.0053,4.973,32076858,2.133,6.5,True,True,True,True,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,XYZ,2026-03-16,1026,0.0000,2.621,9072944,0.522,3.5,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,V,2026-03-16,1026,-0.0001,0.576,55136172,0.620,2.0,False,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,MOS,2026-03-16,1026,-0.0018,2.422,46179797,0.847,3.5,False,True,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,XLE,2026-03-16,1026,0.0000,7.151,185561006,0.796,5.0,False,True,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,MRNA,2026-03-16,1026,0.0000,0.391,12890835,0.555,2.0,False,False,True,False,FULL,20,20,+0.40
2026-03-16 10:26:00,LEN,2026-03-16,1026,-0.0051,1.341,7155863,0.790,3.0,True,False,True,False,PARTIAL,19,19,+0.40
2026-03-16 10:26:00,ARM,2026-03-16,1026,0.0000,4.823,10152909,0.761,4.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,TGT,2026-03-16,1026,0.0005,7.860,22899677,1.311,5.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,GIII,2026-03-16,1026,-0.0015,0.725,316149,0.807,0.0,False,False,False,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,WDC,2026-03-16,1026,0.0002,0.924,147682598,0.558,2.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,CE,2026-03-16,1026,0.0014,0.220,1564130,1.010,1.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,OLLI,2026-03-16,1026,0.0008,0.740,1800695,1.287,1.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,SHOP,2026-03-16,1026,0.0001,4.304,23922413,0.694,4.0,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,ROST,2026-03-16,1026,-0.0001,0.940,16248768,0.876,2.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,UHS,2026-03-16,1026,0.0000,0.594,1853563,0.526,1.0,False,False,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,WBI,2026-03-16,1026,0.0016,10.116,2937396,2.055,6.0,False,True,True,False,PARTIAL,19,19,+0.39
2026-03-16 10:26:00,DASH,2026-03-16,1026,0.0020,2.817,13635742,0.748,3.5,False,True,True,False,FULL,20,20,+0.39
2026-03-16 10:26:00,NUGT,2026-03-16,1026,0.0018,10.743,15004411,0.763,5.0,False,True,True,False,FULL,20,20,+0.38
2026-03-16 10:26:00,STX,2026-03-16,1026,0.0016,1.162,73393336,0.587,2.0,False,False,True,False,PARTIAL,19,19,+0.37
2026-03-16 10:26:00,DKS,2026-03-16,1026,0.0000,0.619,4854185,0.619,1.5,False,False,True,False,PARTIAL,19,19,+0.37
2026-03-16 10:26:00,SAIC,2026-03-16,1026,0.0000,3.218,3444141,1.279,3.5,False,True,True,False,PARTIAL,19,19,+0.37
2026-03-16 10:26:00,FFIV,2026-03-16,1026,-0.0027,2.720,6884076,0.804,3.5,False,True,True,False,PARTIAL,19,19,+0.36
2026-03-16 10:26:00,SNOW,2026-03-16,1026,0.0000,0.597,32722482,1.214,2.0,False,False,True,False,FULL,20,20,+0.36
2026-03-16 10:26:00,ULTA,2026-03-16,1026,0.0008,6.136,69966849,0.935,5.0,False,True,True,False,PARTIAL,19,19,+0.37
2026-03-16 10:26:00,MCY,2026-03-16,1026,0.0000,1.236,504721,0.642,0.0,False,False,True,False,PARTIAL,19,19,+0.38
2026-03-16 10:26:00,SMX,2026-03-16,1026,-0.0384,4.295,670667,0.950,5.0,True,True,True,True,PARTIAL,19,19,+0.37
